graph,phons,cgram,genre,nmbre,frfrm,frlex,cfrlex,nvarphon,schwa,redcons,nvarsem,vimag,ngraphs,nphons,nsyll,igraph,iphons,mgraph,pugraph,puphon,nbhom,nbhomg,nbhomp,nvoisort,phons1,phons2,freqdigr
abstraction,apstRaksïô,NO,f,,2578,2578,341,0,0,0,0,0,11,10,3,noitcartsba,ôïskaRtspa,ABSTRACTION,7,6,0,0,0,0,VCCCCVCCYV,VPSPLVPSYV,2.81
abstraire,apstRèR,VB,,,212,212,232,0,0,0,0,0,9,7,2,eriartsba,RèRtspa,ABSTRAIRE,8,7,0,0,0,1,VCCCCVC,VPSPLVL,2.96
abstrait,apstRè,NO,m,,5139,-2,-2,0,0,0,0,0,8,6,2,tiartsba,èRtspa,ABSTRAIT,9,7,1,1,1,0,VCCCCV,VPSPLV,2.81
abstrait,apstRè,AJ,m,,-1,-2,-2,0,0,0,0,0,8,6,2,tiartsba,èRtspa,ABSTRAIT,9,7,1,1,1,0,VCCCCV,VPSPLV,2.81
abstraite,apstRèt,AJ,f,,-1,-1,-1,0,0,0,0,0,9,7,2,etiartsba,tèRtspa,ABSTRAITE,10,8,0,0,0,1,VCCCCVC,VPSPLVP,2.86
abstraitement,apstRètmâ,AV,,,204,204,231,0,0,0,0,0,13,9,3,tnemetiartsba,âmtèRtspa,ABSTRAITEMENT,10,8,0,0,0,0,VCCCCVCCV,VPSPLVPNV,2.98
absurde,apsyRd^,NO,m,,8393,-2,-2,0,1,0,0,0,7,7,3,edrusba,^dRyspa,ABSURDE,7,7,1,1,1,0,VCCVCCV,VPSVLBV,2.59
absurde,apsyRd^,AJ,h,,-1,-2,-2,0,1,0,0,0,7,7,3,edrusba,^dRyspa,ABSURDE,7,7,1,1,1,0,VCCVCCV,VPSVLBV,2.59
absurdité,apsyRdité,NO,f,,1391,1391,314,0,0,0,0,0,9,9,4,étidrusba,étidRyspa,ABSURDITE,7,7,0,0,0,0,VCCVCCVCV,VPSVLBVPV,2.50
abus,aby,NO,m,,1471,1471,316,0,0,0,0,0,4,3,2,suba,yba,ABUS,5,4,0,0,0,2,VCV,VBV,2.37
abuser,abyzé,VB,,,1408,1408,314,0,0,0,0,0,6,5,3,resuba,ézyba,ABUSER,5,5,0,0,0,1,VCVCV,VBVZV,2.64
abusif,abuzif,AJ,m,,178,178,225,0,0,0,0,0,6,6,3,fisuba,fizuba,ABUSIF,6,6,0,0,0,0,VCVCVC,VBVZVS,2.30
abusive,abuziv,AJ,f,,-1,178,225,0,0,0,0,0,7,6,3,evisuba,vizuba,ABUSIVE,8,6,0,0,0,0,VCVCVC,VBVZVZ,2.33
abusivement,abyzivmâ,AV,,,80,80,190,0,0,0,0,0,11,8,4,tnemevisuba,âmvizyba,ABUSIVEMENT,8,5,0,0,0,0,VCVCVCCV,VBVZVZNV,2.78
acabit,akabi,NO,m,,76,76,188,0,0,0,0,0,6,5,3,tibaca,ibaka,ACABIT,4,5,0,0,0,0,VCVCV,VPVBV,2.40
acacia,akasïa,NO,m,,344,344,253,0,0,0,0,0,6,6,3,aicaca,aïsaka,ACACIA,4,4,0,0,0,0,VCVCYV,VPVSYV,2.05
académicien,akadémisïê,NO,m,,672,672,282,0,0,0,0,0,11,10,5,neicimédaca,êïsimédaka,ACADEMICIEN,12,10,0,0,0,0,VCVCVCVCYV,VPVBVNVSYV,2.46
académicienne,akadémisïèn,NO,f,,-1,672,282,0,0,0,0,0,13,11,5,enneicimédaca,nèïsimédaka,ACADEMICIENNE,12,10,0,0,0,0,VCVCVCVCYV,VPVBVNVSYV,2.58
académie,akadémi,NO,f,,2314,2314,336,0,0,0,0,0,8,7,4,eimédaca,imédaka,ACADEMIE,8,8,0,0,0,0,VCVCVCV,VPVBVNV,2.28
académique,akadémik,AJ,h,,463,463,266,0,0,0,0,0,10,8,4,euqimédaca,kimédaka,ACADEMIQUE,8,8,0,0,0,0,VCVCVCVC,VPVBVNVP,2.46
académisme,akadémism^,NO,m,,119,119,207,0,1,0,0,0,10,10,5,emsimédaca,^msimédaka,ACADEMISME,8,9,0,0,0,0,VCVCVCVCCV,VPVBVNVSNV,2.37
acajou,akaju,NO,m,,574,574,275,0,0,0,0,0,6,5,3,uojaca,ujaka,ACAJOU,4,4,0,0,0,0,VCVCV,VPVZV,2.08
acanthe,akât,NO,f,,17,17,125,0,0,0,0,0,7,4,2,ehtnaca,tâka,ACANTHE,4,3,0,0,0,0,VCVC,VPVP,2.54
acariâtre,akaRïAtR^,AJ,h,,63,63,180,0,1,0,0,0,9,9,4,ertâiraca,^RtAïRaka,ACARIATRE,4,4,0,0,0,0,VCVCYVCCV,VPVLYVPLV,2.45
accablant,akablâ,AJ,m,,795,795,290,0,0,0,0,0,9,6,3,tnalbacca,âlbaka,ACCABLANT,10,7,0,0,0,0,VCVCCV,VPVBLV,2.67
accablante,akablât,AJ,f,,-1,795,290,0,0,0,0,0,10,7,3,etnalbacca,tâlbaka,ACCABLANTE,10,7,0,0,0,0,VCVCCVC,VPVBLVP,2.68
accablement,akabl^mâ,NO,m,,425,425,262,0,0,0,0,0,11,8,4,tnemelbacca,âm^lbaka,ACCABLEMENT,8,6,0,0,0,0,VCVCCVCV,VPVBLVNV,2.79
accabler,akablé,VB,,,1774,1774,324,0,0,0,0,0,8,6,3,relbacca,élbaka,ACCABLER,8,6,0,0,0,0,VCVCCV,VPVBLV,2.66
accalmie,akalmi,NO,f,,272,272,243,0,0,0,0,0,8,6,3,eimlacca,imlaka,ACCALMIE,5,4,0,0,0,0,VCVCCV,VPVLNV,2.26
accaparement,akapaRmâ,NO,m,,46,46,167,0,0,0,0,0,12,8,4,tnemerapacca,âmRapaka,ACCAPAREMENT,9,7,0,0,0,0,VCVCVCCV,VPVPVLNV,2.76
accaparer,akapaRé,VB,,,331,331,252,0,0,0,0,0,9,7,4,rerapacca,éRapaka,ACCAPARER,9,7,0,0,0,0,VCVCVCV,VPVPVLV,2.65
accapareur,akapaReR,NO,m,,17,-2,-2,0,0,0,0,0,10,8,4,ruerapacca,ReRapaka,ACCAPAREUR,10,7,1,1,1,0,VCVCVCVC,VPVPVLVL,2.66
accapareur,akapaReR,AJ,m,,-1,-2,-2,0,0,0,0,0,10,8,4,ruerapacca,ReRapaka,ACCAPAREUR,10,7,1,1,1,0,VCVCVCVC,VPVPVLVL,2.66
accapareuse,akapaREz,NO,f,,-1,-2,-2,0,0,0,0,0,11,8,4,esuerapacca,zERapaka,ACCAPAREUSE,10,7,1,1,1,0,VCVCVCVC,VPVPVLVZ,2.65
accapareuse,akapaREz,AJ,f,,-1,-2,-2,0,0,0,0,0,11,8,4,esuerapacca,zERapaka,ACCAPAREUSE,10,7,1,1,1,0,VCVCVCVC,VPVPVLVZ,2.65
accéder,aksédé,VB,,,1323,1323,312,0,0,0,0,0,7,6,3,redécca,édéska,ACCEDER,5,5,0,0,0,0,VCCVCV,VPSVBV,2.37
accélérateur,akséléRateR,NO,m,,106,106,202,0,0,0,0,0,12,11,5,ruetarélécca,RetaRéléska,ACCELERATEUR,10,8,0,0,0,0,VCCVCVCVCV,VPSVLVLVPV,2.52
accélération,akséléRAsïô,NO,f,,297,297,247,0,0,0,0,0,12,11,5,noitarélécca,ôïsARéléska,ACCELERATION,10,8,0,0,0,0,VCCVCVCVCY,VPSVLVLVSY,2.52
accélérer,akséléRé,VB,,,697,697,284,0,0,0,0,0,9,8,4,rerélécca,éRéléska,ACCELERER,8,8,0,0,0,0,VCCVCVCV,VPSVLVLV,2.38
accent,aksâ,NO,m,,5717,5717,375,0,0,0,0,0,6,4,2,tnecca,âska,ACCENT,7,5,0,0,0,0,VCCV,VPSV,2.79
accentuation,aksâtÿAsïô,NO,f,,80,80,190,0,0,0,0,0,12,10,4,noitautnecca,ôïsAÿtâska,ACCENTUATION,8,7,0,0,0,0,VCCVCYVCYV,VPSVPYVSYV,2.80
accentuer,aksâtÿé,VB,,,1199,1199,307,0,0,0,0,0,9,7,3,reutnecca,éÿtâska,ACCENTUER,8,7,0,0,0,0,VCCVCYV,VPSVPYV,2.82
acceptable,aksèptabl^,AJ,h,,544,544,273,0,1,0,0,0,10,10,4,elbatpecca,^lbatpèska,ACCEPTABLE,8,8,0,0,0,0,VCCVCCVCCV,VPSVPPVBLV,2.54
acceptation,aksèptasïô,NO,f,,1310,1310,311,0,0,0,0,0,11,10,4,noitatpecca,ôïsatpèska,ACCEPTATION,8,8,0,0,0,0,VCCVCCVCYV,VPSVPPVSYV,2.65
accepter,aksèpté,VB,,,15770,15770,419,0,0,0,0,0,8,7,3,retpecca,étpèska,ACCEPTER,7,7,0,0,0,0,VCCVCCV,VPSVPPV,2.60
acception,aksèpsïô,NO,f,,484,484,268,0,0,0,0,0,9,8,3,noitpecca,ôïspèska,ACCEPTION,7,6,0,0,0,0,VCCVCCYV,VPSVPSYV,2.61
accès,aksè,NO,m,,3067,3067,348,0,0,0,1,0,5,4,2,sècca,èska,ACCES,4,5,0,0,0,1,VCCV,VPSV,1.12
accessibilité,aksèsibilité,NO,f,,8,8,95,0,0,0,0,0,13,12,6,étilibissecca,étilibisèska,ACCESSIBILITE,9,8,0,0,0,0,VCCVCVCVCV,VPSVSVBVLV,2.61
accessible,aksèsibl^,AJ,h,,1059,1059,302,0,1,0,0,0,10,9,4,elbissecca,^lbisèska,ACCESSIBLE,9,8,0,0,0,0,VCCVCVCCV,VPSVSVBLV,2.69
accession,aksèsïô,NO,f,,157,157,219,0,0,0,0,0,9,7,3,noissecca,ôïsèska,ACCESSION,8,6,0,0,0,0,VCCVCYV,VPSVSYV,2.75
accessit,aksésit,NO,m,,34,34,154,0,0,0,0,0,8,7,3,tissecca,tiséska,ACCESSIT,8,6,0,0,0,0,VCCVCVC,VPSVSVP,2.65
accessoire,aksésüaR,NO,m,,982,-2,-2,0,0,0,0,0,10,8,3,eriossecca,Raüséska,ACCESSOIRE,11,9,1,1,1,0,VCCVCYVC,VPSVSYVL,2.86
accessoire,aksésüaR,AJ,h,,-1,-2,-2,0,0,0,0,0,10,8,3,eriossecca,Raüséska,ACCESSOIRE,11,9,1,1,1,0,VCCVCYVC,VPSVSYVL,2.86
accessoirement,aksésüaRmâ,AV,,,93,93,197,0,0,0,0,0,14,10,4,tnemeriossecca,âmRaüséska,ACCESSOIREMENT,11,9,0,0,0,0,VCCVCYVCCV,VPSVSYVLNV,2.91
accessoiriste,aksésüaRist^,NO,h,,8,8,95,0,1,0,0,0,13,12,5,etsiriossecca,^tsiRaüséska,ACCESSOIRISTE,10,9,0,0,0,0,VCCVCYVCVC,VPSVSYVLVS,2.82
accident,aksidâ,NO,m,,4216,4216,362,0,0,0,0,4,8,6,3,tnedicca,âdiska,ACCIDENT,9,7,0,0,0,1,VCCVCV,VPSVBV,2.69
accidenté,aksidâté,AJ,m,,187,187,227,0,0,0,0,0,9,8,4,étnedicca,étâdiska,ACCIDENTE,10,8,0,0,1,0,VCCVCVCV,VPSVBVPV,2.66
accidentée,aksidâté,AJ,f,,-1,187,227,0,0,0,0,0,10,8,4,eétnedicca,étâdiska,ACCIDENTEE,10,8,0,0,1,0,VCCVCVCV,VPSVBVPV,2.55
accidentel,aksidâtèl,AJ,m,,795,795,290,0,0,0,0,0,10,9,4,letnedicca,lètâdiska,ACCIDENTEL,11,10,0,0,1,0,VCCVCVCVC,VPSVBVPVL,2.68
accidentelle,aksidâtèl,AJ,f,,-1,795,290,0,0,0,0,0,12,9,4,elletnedicca,lètâdiska,ACCIDENTELLE,13,10,0,0,1,0,VCCVCVCVC,VPSVBVPVL,2.82
accidentellement,aksidâtèlmâ,AV,,,153,153,218,0,0,0,0,0,16,11,5,tnemelletnedicca,âmlètâdiska,ACCIDENTELLEMENT,13,10,0,0,0,0,VCCVCVCVCC,VPSVBVPVLN,2.89
acclamation,aklamAsïô,NO,f,,489,489,269,0,0,0,0,0,11,9,4,noitamalcca,ôïsAmalka,ACCLAMATION,7,6,0,0,0,0,VCCVCVCYV,VPLVNVSYV,2.68
acclamer,aklamé,VB,,,450,450,265,0,0,0,0,0,8,6,3,remalcca,émalka,ACCLAMER,7,6,0,0,0,0,VCCVCV,VPLVNV,2.65
acclimatation,aklimatAsïô,NO,f,,140,140,214,0,0,0,0,0,13,11,5,noitatamilcca,ôïsAtamilka,ACCLIMATATION,9,8,0,0,0,0,VCCVCVCVCY,VPLVNVPVSY,2.71
acclimatement,aklimatmâ,NO,m,,4,4,69,0,0,0,0,0,13,9,4,tnemetamilcca,âmtamilka,ACCLIMATEMENT,10,8,0,0,0,0,VCCVCVCCV,VPLVNVPNV,2.78
acclimater,aklimaté,VB,,,131,131,212,0,0,0,0,0,10,8,4,retamilcca,étamilka,ACCLIMATER,10,8,0,0,0,0,VCCVCVCV,VPLVNVPV,2.68
accointance,aküêtâs,NO,f,,85,85,193,0,0,0,0,0,11,7,3,ecnatniocca,sâtêüka,ACCOINTANCE,5,4,0,0,0,0,VCYVCVC,VPYVPVS,2.91
accolade,akolad,NO,f,,148,148,217,0,0,0,0,0,8,6,3,edalocca,daloka,ACCOLADE,5,5,0,0,0,0,VCVCVC,VPVLVB,2.60
accomodant,akomodâ,AJ,m,,157,157,219,0,0,0,0,0,10,7,4,tnadomocca,âdomoka,ACCOMODANT,11,8,0,0,0,0,VCVCVCV,VPVNVBV,2.58
accomodante,akomodât,AJ,f,,-1,157,219,0,0,0,0,0,11,8,4,etnadomocca,tâdomoka,ACCOMODANTE,11,8,0,0,0,0,VCVCVCVC,VPVNVBVP,2.60
accomodation,akomodAsïô,NO,f,,170,170,223,0,0,0,0,0,12,10,5,noitadomocca,ôïsAdomoka,ACCOMODATION,9,7,0,0,0,0,VCVCVCVCYV,VPVNVBVSYV,2.62
accomodement,akomodmâ,NO,m,,182,182,226,0,0,0,0,0,12,8,4,tnemedomocca,âmdomoka,ACCOMODEMENT,9,7,0,0,0,0,VCVCVCCV,VPVNVBNV,2.70
accomoder,akomodé,VB,,,1544,1544,318,0,0,0,0,0,9,7,4,redomocca,édomoka,ACCOMODER,9,7,0,0,0,0,VCVCVCV,VPVNVBV,2.56
accompagnateur,akôpaNateR,NO,m,,8,8,95,0,0,0,0,0,14,10,5,ruetangapmocca,RetaNapôka,ACCOMPAGNATEUR,12,9,0,0,0,0,VCVCVCVCVC,VPVPVNVPVL,2.70
accompagnatrice,akôpaNatRis,NO,f,,-1,8,95,0,0,0,0,0,15,11,5,ecirtangapmocca,siRtaNapôka,ACCOMPAGNATRICE,12,9,0,0,0,0,VCVCVCVCCV,VPVPVNVPLV,2.70
accompagnement,akôpaNmâ,NO,m,,455,455,265,0,0,0,0,0,14,8,4,tnemengapmocca,âmNapôka,ACCOMPAGNEMENT,11,7,0,0,0,0,VCVCVCCV,VPVPVNNV,2.76
accompagner,akôpaNé,VB,,,8117,8117,390,0,0,0,0,0,11,7,4,rengapmocca,éNapôka,ACCOMPAGNER,11,7,0,0,0,0,VCVCVCV,VPVPVNV,2.66
accompli,akôpli,AJ,m,,3765,3765,357,0,0,0,0,0,8,6,3,ilpmocca,ilpôka,ACCOMPLI,9,7,0,0,1,0,VCVCCV,VPVPLV,2.40
accomplie,akôpli,AJ,f,,-1,3765,357,0,0,0,0,0,9,6,3,eilpmocca,ilpôka,ACCOMPLIE,9,7,0,0,1,1,VCVCCV,VPVPLV,2.59
accomplir,akôpliR,VB,,,5517,5517,374,0,0,0,0,0,9,7,3,rilpmocca,Rilpôka,ACCOMPLIR,9,7,0,0,0,1,VCVCCVC,VPVPLVL,2.70
accomplissement,akôplismâ,NO,m,,1191,1191,307,0,0,0,0,0,15,9,4,tnemessilpmocca,âmsilpôka,ACCOMPLISSEMENT,9,7,0,0,0,0,VCVCCVCCV,VPVPLVSNV,2.85
accord,akoR,NO,m,,11082,11082,404,0,0,0,1,2,6,4,2,drocca,Roka,ACCORD,7,5,0,0,0,0,VCVC,VPVL,2.50
accordéon,akoRdéô,NO,m,,433,433,263,0,0,0,0,0,9,7,4,noédrocca,ôédRoka,ACCORDEON,10,7,0,0,0,0,VCVCCVV,VPVLBVV,2.42
accordéoniste,akoRdéonist^,NO,h,,21,21,134,0,1,0,0,0,13,12,6,etsinoédrocca,^tsinoédRoka,ACCORDEONISTE,10,7,0,0,0,0,VCVCCVVCVC,VPVLBVVNVS,2.58
accorder,akoRdé,VB,,,7606,7606,388,0,0,0,1,0,8,6,3,redrocca,édRoka,ACCORDER,8,7,0,0,0,1,VCVCCV,VPVLBV,2.71
accordeur,akoRdeR,NO,m,,68,68,183,0,0,0,0,0,9,7,3,ruedrocca,RedRoka,ACCORDEUR,8,6,0,0,0,0,VCVCCVC,VPVLBVL,2.71
accorte,akoRt^,AJ,f,,-1,-1,-1,0,1,0,0,0,7,6,3,etrocca,^tRoka,ACCORTE,6,5,0,0,0,0,VCVCCV,VPVLPV,2.67
accostage,akostaj,NO,m,,17,17,125,0,0,0,0,0,9,7,3,egatsocca,jatsoka,ACCOSTAGE,7,6,0,0,0,0,VCVCCVC,VPVSPVZ,2.56
accoster,akosté,VB,,,187,187,227,0,0,0,0,0,8,6,3,retsocca,étsoka,ACCOSTER,7,6,0,0,0,0,VCVCCV,VPVSPV,2.76
accotement,akotmâ,NO,m,,63,63,180,0,0,0,0,0,10,6,3,tnemetocca,âmtoka,ACCOTEMENT,7,5,0,0,0,0,VCVCCV,VPVPNV,2.84
accoter,akoté,VB,,,80,80,190,0,0,0,0,0,7,5,3,retocca,étoka,ACCOTER,7,5,0,0,0,0,VCVCV,VPVPV,2.72
accotoir,akotüaR,NO,m,,4,4,69,0,0,0,0,0,8,7,3,riotocca,Raütoka,ACCOTOIR,6,5,0,0,0,0,VCVCYVC,VPVPYVL,2.71
accouchée,aku/é,NO,f,,-1,-1,-1,0,0,0,0,0,9,5,3,eéhcuocca,é/uka,ACCOUCHEE,8,5,0,0,1,0,VCVCV,VPVSV,2.50
accouchement,aku/mâ,NO,m,,246,246,239,0,0,0,0,0,12,6,3,tnemehcuocca,âm/uka,ACCOUCHEMENT,9,5,0,0,0,0,VCVCCV,VPVSNV,2.85
accoucher,aku/é,VB,,,391,391,259,0,0,0,0,0,9,5,3,rehcuocca,é/uka,ACCOUCHER,9,5,0,0,1,0,VCVCV,VPVSV,2.76
accoucheur,aku/eR,NO,m,,102,102,201,0,0,0,0,0,10,6,3,ruehcuocca,Re/uka,ACCOUCHEUR,10,5,0,0,0,0,VCVCVC,VPVSVL,2.76
accoucheuse,aku/Ez,NO,f,,-1,102,201,0,0,0,0,0,11,6,3,esuehcuocca,zE/uka,ACCOUCHEUSE,10,5,0,0,0,0,VCVCVC,VPVSVZ,2.74
accouder,akudé,VB,,,625,625,279,0,0,0,0,0,8,5,3,reduocca,éduka,ACCOUDER,7,5,0,0,0,1,VCVCV,VPVBV,2.72
accoudoir,akudüaR,NO,m,,119,119,207,0,0,0,0,0,9,7,3,rioduocca,Raüduka,ACCOUDOIR,7,5,0,0,0,0,VCVCYVC,VPVBYVL,2.70
accouplement,akupl^mâ,NO,m,,182,182,226,0,0,0,0,0,12,8,4,tnemelpuocca,âm^lpuka,ACCOUPLEMENT,9,6,0,0,0,0,VCVCCVCV,VPVPLVNV,2.84
accoupler,akuplé,VB,,,204,204,231,0,0,0,0,0,9,6,3,relpuocca,élpuka,ACCOUPLER,9,6,0,0,0,0,VCVCCV,VPVPLV,2.75
accourir,akuRiR,VB,,,1561,1561,319,0,0,0,0,0,8,6,3,riruocca,RiRuka,ACCOURIR,6,4,0,0,0,0,VCVCVC,VPVLVL,2.90
accoutrement,akutR^mâ,NO,m,,165,165,222,0,0,0,0,0,12,8,4,tnemertuocca,âm^Rtuka,ACCOUTREMENT,9,6,0,0,0,0,VCVCCVCV,VPVPLVNV,2.99
accoutrer,akutRé,VB,,,17,17,125,0,0,0,0,0,9,6,3,rertuocca,éRtuka,ACCOUTRER,9,6,0,0,0,0,VCVCCV,VPVPLV,2.96
accoutumance,akutymâs,NO,f,,285,285,245,0,0,0,0,0,12,8,4,ecnamutuocca,sâmytuka,ACCOUTUMANCE,9,7,0,0,0,0,VCVCVCVC,VPVPVNVS,2.76
accoutumé,akutymé,AJ,m,,1323,1323,312,0,0,0,0,0,9,7,4,émutuocca,émytuka,ACCOUTUME,10,7,0,0,2,0,VCVCVCV,VPVPVNV,2.46
accoutumée,akutymé,AJ,f,,-1,1323,312,0,0,0,0,0,10,7,4,eémutuocca,émytuka,ACCOUTUMEE,10,7,0,0,2,0,VCVCVCV,VPVPVNV,2.50
accoutumer,akutymé,VB,,,374,374,257,0,0,0,0,0,10,7,4,remutuocca,émytuka,ACCOUTUMER,9,7,0,0,2,0,VCVCVCV,VPVPVNV,2.77
accréditer,akRédité,VB,,,80,80,190,0,0,0,0,0,10,8,4,retidércca,étidéRka,ACCREDITER,5,4,0,0,0,0,VCCVCVCV,VPLVBVPV,2.59
accroc,akRO,NO,m,,255,255,240,0,0,0,0,0,6,4,2,corcca,ORka,ACCROC,7,4,0,0,0,0,VCCV,VPLV,2.14
accrochage,akRo/aj,NO,m,,106,106,202,0,0,0,0,0,10,7,3,egahcorcca,ja/oRka,ACCROCHAGE,8,6,0,0,0,0,VCCVCVC,VPLVSVZ,2.48
accroche-coeur,akRo/keR,NO,m,,29,29,147,0,0,0,0,0,14,8,3,rueoc-ehcorcca,Rek/oRka,ACCROCHE-COEUR,9,6,0,0,0,0,VCCVCCVC,VPLVSPVL,2.32
accrocher,akRo/é,VB,,,2969,2969,347,0,0,0,0,0,9,6,3,rehcorcca,é/oRka,ACCROCHER,9,6,0,0,0,0,VCCVCV,VPLVSV,2.62
accrocheur,akRo/eR,NO,m,,21,-2,-2,0,0,0,0,0,10,7,3,ruehcorcca,Re/oRka,ACCROCHEUR,10,6,1,1,1,0,VCCVCVC,VPLVSVL,2.63
accrocheur,akRo/eR,AJ,m,,-1,-2,-2,0,0,0,0,0,10,7,3,ruehcorcca,Re/oRka,ACCROCHEUR,10,6,1,1,1,0,VCCVCVC,VPLVSVL,2.63
accrocheuse,akRo/Ez,NO,f,,-1,-2,-2,0,0,0,0,0,11,7,3,esuehcorcca,zE/oRka,ACCROCHEUSE,10,6,1,1,1,0,VCCVCVC,VPLVSVZ,2.63
accrocheuse,akRo/Ez,AJ,f,,-1,-2,-2,0,0,0,0,0,11,7,3,esuehcorcca,zE/oRka,ACCROCHEUSE,10,6,1,1,1,0,VCCVCVC,VPLVSVZ,2.63
accroire,akRüaR,VB,,,110,110,204,0,0,0,0,0,8,6,2,eriorcca,RaüRka,ACCROIRE,7,6,0,0,0,0,VCCYVC,VPLYVL,2.87
accroissement,akRüasmâ,NO,m,,1552,1552,319,0,0,0,0,0,13,8,3,tnemessiorcca,âmsaüRka,ACCROISSEMENT,7,6,0,0,0,0,VCCYVCCV,VPLYVSNV,2.92
accroître,akRüatR^,VB,,,2037,2037,330,0,1,0,0,0,9,8,3,ertîorcca,^RtaüRka,ACCROITRE,6,6,0,0,0,0,VCCYVCCV,VPLYVPLV,2.51
accroupir,akRupiR,VB,,,297,297,247,0,0,0,0,0,9,7,3,ripuorcca,RipuRka,ACCROUPIR,9,7,0,0,0,0,VCCVCVC,VPLVPVL,2.65
accroupissement,akRupismâ,NO,m,,4,4,69,0,0,0,0,0,15,9,4,tnemessipuorcca,âmsipuRka,ACCROUPISSEMENT,9,7,0,0,0,0,VCCVCVCCV,VPLVPVSNV,2.82
accu,aky,NO,m,,8,8,95,0,0,0,0,0,4,3,2,ucca,yka,ACCU,5,4,0,0,0,0,VCV,VPV,1.92
accueil,akeï,NO,m,,1778,1778,325,0,0,0,0,0,7,4,2,lieucca,ïeka,ACCUEIL,8,5,0,0,0,0,VCVY,VPVY,2.55
accueillant,akeïâ,AJ,m,,578,578,276,0,0,0,0,0,11,5,3,tnallieucca,âïeka,ACCUEILLANT,12,6,0,0,0,0,VCVYV,VPVYV,2.75
accueillante,akeïât,AJ,f,,-1,578,276,0,0,0,0,0,12,6,3,etnallieucca,tâïeka,ACCUEILLANTE,12,6,0,0,0,0,VCVYVC,VPVYVP,2.75
accueillir,akeïiR,VB,,,3654,3654,356,0,0,0,0,0,10,6,3,rillieucca,Riïeka,ACCUEILLIR,9,5,0,0,0,0,VCVYVC,VPVYVL,2.71
acculer,akylé,VB,,,165,165,222,0,0,0,0,0,7,5,3,relucca,élyka,ACCULER,5,4,0,0,0,1,VCVCV,VPVLV,2.71
accumulateur,akymylateR,NO,m,,38,38,159,0,0,0,0,0,12,10,5,ruetalumucca,Retalymyka,ACCUMULATEUR,10,7,0,0,0,0,VCVCVCVCVC,VPVNVLVPVL,2.60
accumulation,akymylAsïô,NO,f,,718,718,285,0,0,0,0,0,12,10,5,noitalumucca,ôïsAlymyka,ACCUMULATION,10,7,0,0,0,0,VCVCVCVCYV,VPVNVLVSYV,2.60
accumuler,akymylé,VB,,,1365,1365,313,0,0,0,0,0,9,7,4,relumucca,élymyka,ACCUMULER,8,7,0,0,0,0,VCVCVCV,VPVNVLV,2.53
accusateur,akyzateR,NO,m,,293,-2,-2,0,0,0,0,0,10,8,4,ruetasucca,Retazyka,ACCUSATEUR,8,7,1,1,1,0,VCVCVCVC,VPVZVPVL,2.71
accusateur,akyzateR,AJ,m,,-1,-2,-2,0,0,0,0,0,10,8,4,ruetasucca,Retazyka,ACCUSATEUR,8,7,1,1,1,0,VCVCVCVC,VPVZVPVL,2.71
accusatif,akyzatif,NO,m,,21,21,134,0,0,0,0,0,9,8,4,fitasucca,fitazyka,ACCUSATIF,9,7,0,0,0,0,VCVCVCVC,VPVZVPVS,2.52
accusation,akyzAsïô,NO,f,,978,978,299,0,0,0,0,0,10,8,4,noitasucca,ôïsAzyka,ACCUSATION,9,5,0,0,0,0,VCVCVCYV,VPVZVSYV,2.71
accusatrice,akyzatRis,NO,f,,-1,-2,-2,0,0,0,0,0,11,9,4,ecirtasucca,siRtazyka,ACCUSATRICE,8,7,1,1,1,0,VCVCVCCVC,VPVZVPLVS,2.71
accusatrice,akyzatRis,AJ,f,,-1,-2,-2,0,0,0,0,0,11,9,4,ecirtasucca,siRtazyka,ACCUSATRICE,8,7,1,1,1,0,VCVCVCCVC,VPVZVPLVS,2.71
accusé,akyzé,NO,m,,1599,1599,320,0,0,0,1,0,6,5,3,ésucca,ézyka,ACCUSE,7,5,0,0,2,0,VCVCV,VPVZV,2.31
accusée,akyzé,NO,f,,-1,-3,-3,0,0,0,0,0,7,5,3,eésucca,ézyka,ACCUSEE,7,5,0,0,2,0,VCVCV,VPVZV,2.33
accuser,akyzé,VB,,,4624,4624,366,0,0,0,1,0,7,5,3,resucca,ézyka,ACCUSER,6,5,0,0,2,1,VCVCV,VPVZV,2.69
acerbe,aséRb^,AJ,h,,85,85,193,0,1,0,0,0,6,6,3,ebreca,^bRésa,ACERBE,3,5,0,0,0,0,VCVCCV,VSVLBV,2.30
acéré,aséRé,AJ,m,,225,225,235,0,0,0,0,0,5,5,3,éréca,éRésa,ACERE,6,5,0,0,1,1,VCVCV,VSVLV,2.14
acérée,aséRé,AJ,f,,-1,225,235,0,0,0,0,0,6,5,3,eéréca,éRésa,ACEREE,6,5,0,0,1,1,VCVCV,VSVLV,2.29
acétate,asétat,NO,m,,0,0,0,0,0,0,0,0,7,6,3,etatéca,tatésa,ACETATE,5,5,0,0,0,0,VCVCVC,VSVPVP,2.48
acétique,asétik,AJ,h,,4,4,69,0,0,0,0,0,8,6,3,euqitéca,kitésa,ACETIQUE,5,6,0,0,1,0,VCVCVC,VSVPVP,2.60
acétone,aséton,NO,f,,-1,-1,-1,0,0,0,0,0,7,6,3,enotéca,notésa,ACETONE,5,5,0,0,0,0,VCVCVC,VSVPVN,2.54
